title,movieid,year,perf_match,am_href,am_title,am_genres
Proof of Life,tt0228750,2000,mw0000108573,https://www.allmusic.com/album/proof-of-life-original-score-mw0000108573,Proof of Life [Original Score],Stage & Screen
Save the Last Dance,tt0206275,2001,mw0000108575,https://www.allmusic.com/album/save-the-last-dance-mw0000108575,Save the Last Dance,"Stage & Screen, R&B, Pop/Rock, Rap"
Miss Congeniality,tt0212346,2000,mw0000108729,https://www.allmusic.com/album/miss-congeniality-mw0000108729,Miss Congeniality,"Stage & Screen, Pop/Rock"
Billy Elliot,tt0249462,2000,mw0000108948,https://www.allmusic.com/album/billy-elliot-mw0000108948,Billy Elliot,"Stage & Screen, Pop/Rock"
What Women Want,tt0207201,2000,mw0000108990,https://www.allmusic.com/album/what-women-want-mw0000108990,What Women Want,"Stage & Screen, Pop/Rock, Jazz, Vocal"
Romeo Is Bleeding,tt0107983,1994,mw0000109758,https://www.allmusic.com/album/romeo-is-bleeding-mw0000109758,Romeo Is Bleeding,Stage & Screen
Reality Bites,tt0110950,1994,mw0000110087,https://www.allmusic.com/album/reality-bites-mw0000110087,Reality Bites,"Stage & Screen, Pop/Rock"
On Deadly Ground,tt0110725,1994,mw0000110179,https://www.allmusic.com/album/on-deadly-ground-original-soundtrack-mw0000110179,On Deadly Ground [Original Soundtrack],Stage & Screen
The House of the Spirits,tt0107151,1994,mw0000110599,https://www.allmusic.com/album/the-house-of-the-spirits-mw0000110599,The House of the Spirits,Stage & Screen
The Hudsucker Proxy,tt0110074,1994,mw0000110661,https://www.allmusic.com/album/the-hudsucker-proxy-original-motion-picture-soundtrack-mw0000110661,The Hudsucker Proxy [Original Motion Picture Soundtrack],Stage & Screen
Vertical Limit,tt0190865,2000,mw0000111010,https://www.allmusic.com/album/vertical-limit-original-soundtrack-mw0000111010,Vertical Limit [Original Soundtrack],Stage & Screen
D2: The Mighty Ducks,tt0109520,1994,mw0000111042,https://www.allmusic.com/album/d2-the-mighty-ducks-mw0000111042,D2: The Mighty Ducks,"Stage & Screen, Pop/Rock"
I'll Do Anything,tt0110097,1994,mw0000111191,https://www.allmusic.com/album/ill-do-anything-original-soundtrack-mw0000111191,I'll Do Anything [Original Soundtrack],Stage & Screen
Ace Ventura: Pet Detective,tt0109040,1994,mw0000111218,https://www.allmusic.com/album/ace-ventura-pet-detective-original-motion-picture-soundtrack-mw0000111218,Ace Ventura: Pet Detective [Original Motion Picture Soundtrack],"Stage & Screen, Pop/Rock, Folk"
All the Pretty Horses,tt0149624,2000,mw0000111282,https://www.allmusic.com/album/all-the-pretty-horses-original-soundtrack-mw0000111282,All the Pretty Horses [Original Soundtrack],"Stage & Screen, Classical, Country"
The Air Up There,tt0109067,1994,mw0000111360,https://www.allmusic.com/album/the-air-up-there-music-from-inspired-by-the-motion-picture-mw0000111360,The Air Up There (Music from & Inspired by the Motion Picture),"Stage & Screen, International, Pop/Rock"
With Honors,tt0111732,1994,mw0000112031,https://www.allmusic.com/album/with-honors-mw0000112031,With Honors,"Stage & Screen, Pop/Rock"
Little Buddha,tt0107426,1994,mw0000112298,https://www.allmusic.com/album/little-buddha-original-soundtrack-mw0000112298,Little Buddha [Original Soundtrack],"Stage & Screen, New Age, Pop/Rock"
Jimmy Hollywood,tt0110197,1994,mw0000112634,https://www.allmusic.com/album/jimmy-hollywood-mw0000112634,Jimmy Hollywood,Stage & Screen
Searching for Bobby Fischer,tt0108065,1993,mw0000113132,https://www.allmusic.com/album/searching-for-bobby-fischer-original-motion-picture-soundtrack-mw0000113132,Searching for Bobby Fischer [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Finding Forrester,tt0181536,2001,mw0000113153,https://www.allmusic.com/album/finding-forrester-mw0000113153,Finding Forrester,"Stage & Screen, Jazz, Pop/Rock"
Color of Night,tt0109456,1994,mw0000113291,https://www.allmusic.com/album/color-of-night-mw0000113291,Color of Night,Stage & Screen
When a Man Loves a Woman,tt0111693,1994,mw0000113732,https://www.allmusic.com/album/when-a-man-loves-a-woman-original-soundtrack-mw0000113732,When a Man Loves a Woman [Original Soundtrack],Pop/Rock
The Wedding Planner,tt0209475,2001,mw0000113840,https://www.allmusic.com/album/the-wedding-planner-mw0000113840,The Wedding Planner,"Stage & Screen, Pop/Rock"
Serial Mom,tt0111127,1994,mw0000114682,https://www.allmusic.com/album/serial-mom-mw0000114682,Serial Mom,Stage & Screen
Atlantis: The Lost Empire,tt0230011,2001,mw0000114787,https://www.allmusic.com/album/atlantis-the-lost-empire-soundtrack-mw0000114787,Atlantis: The Lost Empire (Soundtrack),Stage & Screen
Blade,tt0120611,1998,mw0000114834,https://www.allmusic.com/album/blade-runner-original-soundtrack-mw0000114834,Blade Runner [Original Soundtrack],"Stage & Screen, Electronic"
Beverly Hills Cop III,tt0109254,1994,mw0000115264,https://www.allmusic.com/album/beverly-hills-cop-iii-mw0000115264,Beverly Hills Cop III,Stage & Screen
Wyatt Earp,tt0111756,1994,mw0000115792,https://www.allmusic.com/album/wyatt-earp-original-motion-picture-soundtrack-mw0000115792,Wyatt Earp [Original Motion Picture Soundtrack],Stage & Screen
Clear and Present Danger,tt0109444,1994,mw0000116425,https://www.allmusic.com/album/clear-and-present-danger-music-from-the-original-motion-picture-sountrack-mw0000116425,Clear and Present Danger (Music from the Original Motion Picture Sountrack,"Stage & Screen, Classical"
Before Night Falls,tt0247196,2001,mw0000117001,https://www.allmusic.com/album/before-night-falls-original-motion-picture-soundtrack-mw0000117001,Before Night Falls [Original Motion Picture Soundtrack],"Stage & Screen, Latin, Jazz"
True Lies,tt0111503,1994,mw0000117139,https://www.allmusic.com/album/true-lies-mw0000117139,True Lies,Stage & Screen
Forrest Gump,tt0109830,1994,mw0000117257,https://www.allmusic.com/album/forrest-gump-original-motion-picture-score-mw0000117257,Forrest Gump [Original Motion Picture Score],"Stage & Screen, Classical"
Sweet November,tt0230838,2001,mw0000117478,https://www.allmusic.com/album/sweet-november-original-soundtrack-mw0000117478,Sweet November [Original Soundtrack],"Stage & Screen, Pop/Rock"
Getting Even with Dad,tt0109891,1994,mw0000117722,https://www.allmusic.com/album/getting-even-with-dad-mw0000117722,Getting Even with Dad,Stage & Screen
Angels in the Outfield,tt0109127,1994,mw0000117878,https://www.allmusic.com/album/angels-in-the-outfield-mw0000117878,Angels in the Outfield,Stage & Screen
A Simple Twist of Fate,tt0111194,1994,mw0000118016,https://www.allmusic.com/album/a-simple-twist-of-fate-mw0000118016,A Simple Twist of Fate,Stage & Screen
Widows' Peak,tt0111712,1994,mw0000118033,https://www.allmusic.com/album/widows-peak-original-motion-picture-soundtrack-mw0000118033,Widow's Peak [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Pulp Fiction,tt0110912,1994,mw0000118528,https://www.allmusic.com/album/pulp-fiction-music-from-the-motion-picture-mw0000118528,Pulp Fiction [Music from the Motion Picture],"Stage & Screen, R&B, Country"
Natural Born Killers,tt0110632,1994,mw0000118931,https://www.allmusic.com/album/natural-born-killers-original-motion-picture-soundtrack-mw0000118931,Natural Born Killers [Original Motion Picture Soundtrack],"Stage & Screen, Country, Rap, Pop/Rock"
Black Beauty,tt0109279,1994,mw0000119126,https://www.allmusic.com/album/black-beauty-original-score-mw0000119126,Black Beauty [Original Score],Stage & Screen
Enemy at the Gates,tt0215750,2001,mw0000119710,https://www.allmusic.com/album/enemy-at-the-gates-mw0000119710,Enemy at the Gates,"Stage & Screen, Classical"
Radioland Murders,tt0110939,1994,mw0000119724,https://www.allmusic.com/album/radioland-murders-mw0000119724,Radioland Murders,Stage & Screen
Bullets Over Broadway,tt0109348,1995,mw0000120216,https://www.allmusic.com/album/bullets-over-broadway-original-soundtrack-mw0000120216,Bullets Over Broadway [Original Soundtrack],Stage & Screen
Mrs. Parker and the Vicious Circle,tt0110588,1994,mw0000120641,https://www.allmusic.com/album/mrs-parker-and-the-vicious-circle-original-motion-picture-soundtrack-mw0000120641,Mrs. Parker and the Vicious Circle [Original Motion Picture Soundtrack],Stage & Screen
Trapped in Paradise,tt0111477,1994,mw0000120642,https://www.allmusic.com/album/trapped-in-paradise-mw0000120642,Trapped in Paradise,Stage & Screen
The River Wild,tt0110997,1994,mw0000120811,https://www.allmusic.com/album/the-river-wild-mw0000120811,The River Wild,Stage & Screen
Ready to Wear,tt0110907,1994,mw0000121279,https://www.allmusic.com/album/pret-a-porter-ready-to-wear-mw0000121279,Pret-A-Porter (Ready to Wear),"Pop/Rock, Stage & Screen"
The Shawshank Redemption,tt0111161,1994,mw0000121398,https://www.allmusic.com/album/the-shawshank-redemption-original-motion-picture-soundtrack-mw0000121398,The Shawshank Redemption [Original Motion Picture Soundtrack],Stage & Screen
Higher Learning,tt0113305,1995,mw0000121532,https://www.allmusic.com/album/higher-learning-mw0000121532,Higher Learning,"Stage & Screen, Rap, Pop/Rock"
Drop Zone,tt0109676,1994,mw0000121971,https://www.allmusic.com/album/drop-zone-original-soundtrack-mw0000121971,Drop Zone [Original Soundtrack],"Pop/Rock, New Age, Stage & Screen"
Silent Fall,tt0111187,1994,mw0000122236,https://www.allmusic.com/album/silent-fall-mw0000122236,Silent Fall,Stage & Screen
Little Women,tt6495094,2018,mw0000122263,https://www.allmusic.com/album/little-women-original-score-mw0000122263,Little Women [Original Score],"Stage & Screen, Classical"
Little Women,tt3281548,2019,mw0000122263,https://www.allmusic.com/album/little-women-original-score-mw0000122263,Little Women [Original Score],"Stage & Screen, Classical"
Little Women,tt0110367,1994,mw0000122263,https://www.allmusic.com/album/little-women-original-score-mw0000122263,Little Women [Original Score],"Stage & Screen, Classical"
The Madness of King George,tt0110428,1994,mw0000122404,https://www.allmusic.com/album/the-madness-of-king-george-original-motion-picture-soundtrack-mw0000122404,The Madness of King George [Original Motion Picture Soundtrack],Stage & Screen
The Road to Wellville,tt0111001,1994,mw0000122472,https://www.allmusic.com/album/the-road-to-wellville-original-motion-picture-soundtrack-mw0000122472,The Road to Wellville [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Exit to Eden,tt0109758,1994,mw0000122821,https://www.allmusic.com/album/exit-to-eden-original-score-mw0000122821,Exit to Eden [Original Score],Stage & Screen
Just Cause,tt0113501,1995,mw0000123160,https://www.allmusic.com/album/just-cause-original-score-mw0000123160,Just Cause [Original Score],"Jazz, Easy Listening, Stage & Screen"
The Quick and the Dead,tt0114214,1995,mw0000123645,https://www.allmusic.com/album/the-quick-and-the-dead-mw0000123645,The Quick and the Dead,Stage & Screen
Once Were Warriors,tt0110729,1995,mw0000123683,https://www.allmusic.com/album/once-were-warriors-mw0000123683,Once Were Warriors,"Stage & Screen, International"
The Puppet Masters,tt0111003,1994,mw0000124274,https://www.allmusic.com/album/the-puppet-masters-original-motion-picture-soundtrack-mw0000124274,The Puppet Masters [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Losing Isaiah,tt0113691,1995,mw0000124317,https://www.allmusic.com/album/losing-isaiah-original-soundtrack-mw0000124317,Losing Isaiah [Original Soundtrack],Stage & Screen
Dumb & Dumber,tt0109686,1994,mw0000124325,https://www.allmusic.com/album/dumb-and-dumber-mw0000124325,Dumb and Dumber,Stage & Screen
Murder in the First,tt0113870,1995,mw0000124374,https://www.allmusic.com/album/murder-in-the-first-mw0000124374,Murder in the First,Stage & Screen
Boys on the Side,tt0112571,1995,mw0000124633,https://www.allmusic.com/album/boys-on-the-side-mw0000124633,Boys on the Side,"Pop/Rock, Stage & Screen"
Legends of the Fall,tt0110322,1995,mw0000124957,https://www.allmusic.com/album/legends-of-the-fall-original-soundtrack-mw0000124957,Legends of the Fall [Original Soundtrack],Stage & Screen
Dolores Claiborne,tt0109642,1995,mw0000124966,https://www.allmusic.com/album/dolores-claiborne-mw0000124966,Dolores Claiborne,Stage & Screen
The Polar Express,tt0338348,2004,mw0000140713,https://www.allmusic.com/album/the-polar-express-mw0000140713,The Polar Express,"Stage & Screen, Holiday"
Christmas with the Kranks,tt0388419,2004,mw0000141733,https://www.allmusic.com/album/christmas-with-the-kranks-music-from-the-motion-picture-mw0000141733,Christmas with the Kranks: Music from the Motion Picture,"Holiday, Pop/Rock, Stage & Screen"
Hotel Rwanda,tt0395169,2005,mw0000142740,https://www.allmusic.com/album/hotel-rwanda-mw0000142740,Hotel Rwanda,Stage & Screen
Thirty Two Short Films About Glenn Gould,tt0108328,1993,mw0000144068,https://www.allmusic.com/album/thirty-two-short-films-about-glenn-gould-original-motion-picture-soundtrack-mw0000144068,Thirty Two Short Films about Glenn Gould [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Yu-Gi-Oh!: The Movie,tt0403703,2004,mw0000149947,https://www.allmusic.com/album/yu-gi-oh%21-the-movie-mw0000149947,Yu-Gi-Oh!: The Movie,"Stage & Screen, R&B, Pop/Rock, Avant-Garde"
Resident Evil,tt0120804,2002,mw0000158803,https://www.allmusic.com/album/resident-evil-apocalypse-original-soundtrack-mw0000158803,Resident Evil: Apocalypse [Original Soundtrack],"Stage & Screen, Pop/Rock"
Resident Evil: Apocalypse,tt0318627,2004,mw0000158803,https://www.allmusic.com/album/resident-evil-apocalypse-original-soundtrack-mw0000158803,Resident Evil: Apocalypse [Original Soundtrack],"Stage & Screen, Pop/Rock"
Finding Neverland,tt0308644,2004,mw0000169272,https://www.allmusic.com/album/finding-neverland-original-motion-picture-soundtrack-mw0000169272,Finding Neverland [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Pop/Rock"
Blue in the Face,tt0112541,1995,mw0000171912,https://www.allmusic.com/album/blue-in-the-face-luaka-bop-mw0000171912,Blue in the Face [Luaka Bop],Stage & Screen
French Kiss,tt0113117,1995,mw0000172292,https://www.allmusic.com/album/french-kiss-original-soundtrack-mw0000172292,French Kiss [Original Soundtrack],"Stage & Screen, Pop/Rock, Vocal"
Dances with Wolves,tt0099348,1990,mw0000172429,https://www.allmusic.com/album/dances-with-wolves-original-motion-picture-soundtrack-mw0000172429,Dances With Wolves [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Tales from the Hood,tt0114609,1995,mw0000172962,https://www.allmusic.com/album/tales-from-the-hood-original-soundtrack-mw0000172962,Tales from the Hood [Original Soundtrack],"Stage & Screen, Rap"
Die Hard: With a Vengeance,tt0112864,1995,mw0000173194,https://www.allmusic.com/album/die-hard-with-a-vengeance-mw0000173194,Die Hard with a Vengeance,"Stage & Screen, Pop/Rock"
Batman Forever,tt0112462,1995,mw0000173369,https://www.allmusic.com/album/batman-forever-music-from-and-inspired-by-the-motion-picture-mw0000173369,Batman Forever [Music from and Inspired by the Motion Picture],"Pop/Rock, Stage & Screen, R&B"
Forget Paris,tt0113097,1995,mw0000173676,https://www.allmusic.com/album/forget-paris-original-soundtrack-mw0000173676,Forget Paris [Original Soundtrack],"Stage & Screen, Jazz"
Dangerous Minds,tt0112792,1995,mw0000173748,https://www.allmusic.com/album/dangerous-minds-mw0000173748,Dangerous Minds,"Rap, Stage & Screen"
Judge Dredd,tt0113492,1995,mw0000173770,https://www.allmusic.com/album/judge-dredd-original-soundtrack-mw0000173770,Judge Dredd [Original Soundtrack],Pop/Rock
The Indian in the Cupboard,tt0113419,1995,mw0000173771,https://www.allmusic.com/album/the-indian-in-the-cupboard-mw0000173771,The Indian in the Cupboard,Stage & Screen
First Knight,tt0113071,1995,mw0000173834,https://www.allmusic.com/album/first-knight-mw0000173834,First Knight,"Stage & Screen, Classical"
The Greatest Game Ever Played,tt0388980,2005,mw0000174174,https://www.allmusic.com/album/the-greatest-game-ever-played-original-score-mw0000174174,The Greatest Game Ever Played [Original Score],Stage & Screen
Under Siege 2: Dark Territory,tt0114781,1995,mw0000174816,https://www.allmusic.com/album/under-siege-2-dark-territory-mw0000174816,Under Siege 2: Dark Territory,Stage & Screen
Rob Roy,tt0114287,1995,mw0000175636,https://www.allmusic.com/album/rob-roy-mw0000175636,Rob Roy,Stage & Screen
Crimson Tide,tt0112740,1995,mw0000176001,https://www.allmusic.com/album/crimson-tide-original-motion-picture-soundtrack-mw0000176001,Crimson Tide [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Devil in a Blue Dress,tt0112857,1995,mw0000176104,https://www.allmusic.com/album/devil-in-a-blue-dress-sony-mw0000176104,Devil in a Blue Dress [Sony],"Stage & Screen, Blues, R&B"
The Perez Family,tt0114113,1995,mw0000176286,https://www.allmusic.com/album/the-perez-family-mw0000176286,The Perez Family,"Stage & Screen, Latin"
Dead Presidents,tt0112819,1995,mw0000176312,https://www.allmusic.com/album/dead-presidents-mw0000176312,Dead Presidents,"Pop/Rock, Stage & Screen, R&B"
Village of the Damned,tt0114852,1995,mw0000176425,https://www.allmusic.com/album/village-of-the-damned-original-motion-picture-soundtrack-mw0000176425,Village of the Damned [Original Motion Picture Soundtrack],Stage & Screen
Just Like Heaven,tt0425123,2005,mw0000176491,https://www.allmusic.com/album/just-like-heaven-soundtrack-mw0000176491,Just Like Heaven [Soundtrack],"Stage & Screen, Pop/Rock"
The Bridges of Madison County,tt0112579,1995,mw0000176589,https://www.allmusic.com/album/the-bridges-of-madison-county-original-soundtrack-mw0000176589,The Bridges of Madison County [Original Soundtrack],"Pop/Rock, Stage & Screen, Jazz, Vocal"
How to Make an American Quilt,tt0113347,1995,mw0000176661,https://www.allmusic.com/album/how-to-make-an-american-quilt-music-from-the-motion-picture-mw0000176661,How to Make an American Quilt [Music from the Motion Picture],"Stage & Screen, Pop/Rock"
How the Grinch Stole Christmas,tt0170016,2000,mw0000176777,https://www.allmusic.com/album/how-the-grinch-stole-christmas-original-soundtrack-mw0000176777,How the Grinch Stole Christmas [Original Soundtrack],"Children's, Holiday, Stage & Screen"
The Legend of Zorro,tt0386140,2005,mw0000177066,https://www.allmusic.com/album/the-legend-of-zorro-original-motion-picture-soundtrack-mw0000177066,The Legend of Zorro [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Strange Days,tt0114558,1995,mw0000177150,https://www.allmusic.com/album/strange-days-original-soundtrack-mw0000177150,Strange Days [Original Soundtrack],"Pop/Rock, Stage & Screen"
Last of the Dogmen,tt0113617,1995,mw0000177662,https://www.allmusic.com/album/last-of-the-dogmen-original-soundtrack-mw0000177662,Last of the Dogmen [Original Soundtrack],Stage & Screen
Money Train,tt0113845,1995,mw0000178192,https://www.allmusic.com/album/money-train-original-soundtrack-mw0000178192,Money Train [Original Soundtrack],Stage & Screen
Dr. Jekyll and Ms. Hyde,tt0112895,1995,mw0000178698,https://www.allmusic.com/album/dr-jekyll-and-ms-hyde-mw0000178698,Dr. Jekyll and Ms. Hyde,Stage & Screen
Magic in the Water,tt0113737,1995,mw0000179269,https://www.allmusic.com/album/magic-in-the-water-mw0000179269,Magic in the Water,Stage & Screen
Nine Months,tt0113986,1995,mw0000179327,https://www.allmusic.com/album/nine-months-mw0000179327,Nine Months,Stage & Screen
Four Rooms,tt0113101,1995,mw0000179640,https://www.allmusic.com/album/four-rooms-mw0000179640,Four Rooms,"Stage & Screen, Easy Listening"
Mr. Holland's Opus,tt0113862,1996,mw0000179711,https://www.allmusic.com/album/mr-hollands-opus-original-motion-picture-soundtrack-mw0000179711,Mr. Holland's Opus [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Pop/Rock"
National Lampoon's Senior Trip,tt0113936,1995,mw0000179842,https://www.allmusic.com/album/national-lampoons-senior-trip-mw0000179842,National Lampoon's Senior Trip,Stage & Screen
Cutthroat Island,tt0112760,1995,mw0000179958,https://www.allmusic.com/album/cutthroat-island-mw0000179958,Cutthroat Island,Stage & Screen
From Dusk Till Dawn,tt0116367,1996,mw0000180072,https://www.allmusic.com/album/from-dusk-till-dawn-mw0000180072,From Dusk Till Dawn,"Stage & Screen, Latin, Pop/Rock"
Mortal Kombat,tt0113855,1995,mw0000180330,https://www.allmusic.com/album/mortal-kombat-original-soundtrack-mw0000180330,Mortal Kombat [Original Soundtrack],"Stage & Screen, Pop/Rock, Electronic"
Steal Big Steal Little,tt0114536,1995,mw0000180528,https://www.allmusic.com/album/steal-big-steal-little-original-soundtrack-mw0000180528,Steal Big Steal Little [Original Soundtrack],Stage & Screen
Broken Arrow,tt0115759,1996,mw0000180601,https://www.allmusic.com/album/broken-arrow-mw0000180601,Broken Arrow,Stage & Screen
Two If by Sea,tt0118002,1996,mw0000180693,https://www.allmusic.com/album/two-if-by-sea-mw0000180693,Two If by Sea,Stage & Screen
Se7en,tt0114369,1995,mw0000180812,https://www.allmusic.com/album/se7en-original-motion-picture-soundtrack-mw0000180812,Se7en [Original Motion Picture Soundtrack],"Stage & Screen, Pop/Rock, R&B"
Never Talk to Strangers,tt0113965,1995,mw0000180866,https://www.allmusic.com/album/never-talk-to-strangers-mw0000180866,Never Talk to Strangers,Stage & Screen
I Shot Andy Warhol,tt0116594,1996,mw0000181839,https://www.allmusic.com/album/i-shot-andy-warhol-mw0000181839,I Shot Andy Warhol,"Stage & Screen, Pop/Rock"
Mighty Aphrodite,tt0113819,1995,mw0000181953,https://www.allmusic.com/album/the-mighty-aphrodite-mw0000181953,The Mighty Aphrodite,"Stage & Screen, International, Jazz"
Executive Decision,tt0116253,1996,mw0000182038,https://www.allmusic.com/album/executive-decision-mw0000182038,Executive Decision,Stage & Screen
Sunset Park,tt0117784,1996,mw0000182622,https://www.allmusic.com/album/sunset-park-mw0000182622,Sunset Park,Stage & Screen
The Great White Hype,tt0116448,1996,mw0000182769,https://www.allmusic.com/album/the-great-white-hype-mw0000182769,The Great White Hype,"Stage & Screen, Pop/Rock, Rap"
The Nutty Professor,tt0117218,1996,mw0000182980,https://www.allmusic.com/album/the-nutty-professor-soundtrack-mw0000182980,The Nutty Professor Soundtrack,"R&B, Stage & Screen, Rap"
Dead Man Walking,tt0112818,1996,mw0000183282,https://www.allmusic.com/album/dead-man-walking-music-from-and-inspired-by-the-motion-picture-mw0000183282,Dead Man Walking: Music from and Inspired by the Motion Picture,"Stage & Screen, Pop/Rock"
Grumpier Old Men,tt0113228,1995,mw0000183332,https://www.allmusic.com/album/grumpier-old-men-original-soundtrack-mw0000183332,Grumpier Old Men [Original Soundtrack],"Stage & Screen, Pop/Rock"
James and the Giant Peach,tt0116683,1996,mw0000183358,https://www.allmusic.com/album/james-and-the-giant-peach-mw0000183358,James and the Giant Peach,"Stage & Screen, Children's"
The Cable Guy,tt0115798,1996,mw0000183525,https://www.allmusic.com/album/the-cable-guy-mw0000183525,The Cable Guy,"Pop/Rock, Stage & Screen"
Muppet Treasure Island,tt0117110,1996,mw0000183957,https://www.allmusic.com/album/muppet-treasure-island-original-motion-picture-soundtrack-mw0000183957,Muppet Treasure Island [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Children's, Pop/Rock"
High School High,tt0116531,1996,mw0000184150,https://www.allmusic.com/album/high-school-high-mw0000184150,High School High,"Stage & Screen, R&B, Rap"
Pride & Prejudice,tt0414387,2005,mw0000184974,https://www.allmusic.com/album/pride-prejudice-1995-television-soundtrack-mw0000184974,Pride & Prejudice [1995 Television Soundtrack],"Stage & Screen, Classical"
Barb Wire,tt0115624,1996,mw0000185861,https://www.allmusic.com/album/barb-wire-mw0000185861,Barb Wire,Stage & Screen
Phat Beach,tt0117332,1996,mw0000185996,https://www.allmusic.com/album/phat-beach-mw0000185996,Phat Beach,"Stage & Screen, R&B"
Bordello of Blood,tt0117826,1996,mw0000186308,https://www.allmusic.com/album/bordello-of-blood-original-soundtrack-mw0000186308,Bordello of Blood [Original Soundtrack],"Stage & Screen, Pop/Rock"
Charlie and the Chocolate Factory,tt0367594,2005,mw0000187197,https://www.allmusic.com/album/charlie-and-the-chocolate-factory-original-motion-picture-soundtrack-mw0000187197,Charlie and the Chocolate Factory [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Miss Congeniality 2: Armed and Fabulous,tt0385307,2005,mw0000187205,https://www.allmusic.com/album/miss-congeniality-2-armed-and-fabulous-mw0000187205,Miss Congeniality 2: Armed and Fabulous,"Stage & Screen, Pop/Rock, R&B"
Mute Witness,tt0110604,1995,mw0000187401,https://www.allmusic.com/album/mute-witness-mw0000187401,Mute Witness,Stage & Screen
Above the Rim,tt0109035,1994,mw0000187446,https://www.allmusic.com/album/above-the-rim-mw0000187446,Above the Rim,"Rap, Stage & Screen"
Moll Flanders,tt0117071,1996,mw0000187617,https://www.allmusic.com/album/moll-flanders-original-soundtrack-mw0000187617,Moll Flanders [Original Soundtrack],"Stage & Screen, Classical, Children's"
Seed of Chucky,tt0387575,2004,mw0000187710,https://www.allmusic.com/album/seed-of-chucky-original-motion-picture-soundtrack-mw0000187710,Seed of Chucky [Original Motion Picture Soundtrack],Stage & Screen
Trainspotting,tt0117951,1996,mw0000188788,https://www.allmusic.com/album/trainspotting-original-soundtrack-mw0000188788,Trainspotting [Original Soundtrack],"Pop/Rock, Stage & Screen, Electronic"
Lionheart,tt0100029,1991,mw0000189265,https://www.allmusic.com/album/lionheart-mw0000189265,Lionheart,"Pop/Rock, Stage & Screen"
Tin Cup,tt0117918,1996,mw0000189545,https://www.allmusic.com/album/tin-cup-mw0000189545,Tin Cup,"Stage & Screen, Pop/Rock"
Courage Under Fire,tt0115956,1996,mw0000190115,https://www.allmusic.com/album/courage-under-fire-mw0000190115,Courage Under Fire,Stage & Screen
About Last Night,tt1826590,2014,mw0000192736,https://www.allmusic.com/album/about-last-night-original-soundtrack-mw0000192736,About Last Night [Original Soundtrack],"Stage & Screen, Pop/Rock"
A Nightmare on Elm Street,tt1179056,2010,mw0000197080,https://www.allmusic.com/album/a-nightmare-on-elm-street-original-motion-picture-soundtrack-mw0000197080,A Nightmare on Elm Street [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Pet Sematary,tt0837563,2019,mw0000200043,https://www.allmusic.com/album/stephen-kings-pet-sematary-original-motion-picture-soundtrack-mw0000200043,Stephen King's Pet Sematary [Original Motion Picture Soundtrack],"Stage & Screen, Classical, New Age"
Crossroads,tt0275022,2002,mw0000200278,https://www.allmusic.com/album/crossroads-mw0000200278,Crossroads,"Pop/Rock, Blues, Stage & Screen"
Halloween II,tt1311067,2009,mw0000200789,https://www.allmusic.com/album/halloween-ii-original-soundtrack-mw0000200789,Halloween II [Original Soundtrack],"Stage & Screen, Holiday"
Season of the Witch,tt0479997,2011,mw0000202364,https://www.allmusic.com/album/halloween-iii-season-of-the-witch-original-motion-picture-soundtrack-mw0000202364,Halloween III: Season of the Witch [Original Motion Picture Soundtrack],"Stage & Screen, Classical, Holiday"
The Little Mermaid,tt5493944,2018,mw0000203262,https://www.allmusic.com/album/the-little-mermaid-original-motion-picture-soundtrack-mw0000203262,The Little Mermaid [Original Motion Picture Soundtrack],"Stage & Screen, Children's"
The Pink Panther,tt0383216,2006,mw0000204186,https://www.allmusic.com/album/the-pink-panther-music-from-the-film-score-mw0000204186,The Pink Panther [Music From the Film Score],"Stage & Screen, Classical, Easy Listening"
Def by Temptation,tt0099395,1990,mw0000204612,https://www.allmusic.com/album/def-by-temptation-mw0000204612,Def by Temptation,Stage & Screen
The Longest Yard,tt0398165,2005,mw0000205008,https://www.allmusic.com/album/the-longest-yard-original-soundtrack-mw0000205008,The Longest Yard [Original Soundtrack],"Stage & Screen, Rap"
Cry-Baby,tt0099329,1990,mw0000205838,https://www.allmusic.com/album/cry-baby-original-soundtrack-mw0000205838,Cry-Baby [Original Soundtrack],"Stage & Screen, Pop/Rock"
House of Wax,tt0397065,2005,mw0000206296,https://www.allmusic.com/album/house-of-wax-original-motion-picture-soundtrack-mw0000206296,House of Wax [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Stanley & Iris,tt0100680,1990,mw0000207538,https://www.allmusic.com/album/stanley-iris-mw0000207538,Stanley & Iris,Stage & Screen
Love at Large,tt0100065,1990,mw0000207870,https://www.allmusic.com/album/love-at-large-mw0000207870,Love at Large,Stage & Screen
